country_code,country_name,period,inflation
EU27_2020,EU Average,2016-08,0.2
EU27_2020,EU Average,2016-09,0.3
EU27_2020,EU Average,2016-10,0.5
EU27_2020,EU Average,2016-11,0.6
EU27_2020,EU Average,2016-12,1.1
EU27_2020,EU Average,2017-01,1.7
EU27_2020,EU Average,2017-02,1.9
EU27_2020,EU Average,2017-03,1.5
EU27_2020,EU Average,2017-04,1.8
EU27_2020,EU Average,2017-05,1.4
EU27_2020,EU Average,2017-06,1.3
EU27_2020,EU Average,2017-07,1.4
EU27_2020,EU Average,2017-08,1.6
EU27_2020,EU Average,2017-09,1.6
EU27_2020,EU Average,2017-10,1.5
EU27_2020,EU Average,2017-11,1.6
EU27_2020,EU Average,2017-12,1.4
EU27_2020,EU Average,2018-01,1.4
EU27_2020,EU Average,2018-02,1.2
EU27_2020,EU Average,2018-03,1.4
EU27_2020,EU Average,2018-04,1.3
EU27_2020,EU Average,2018-05,2.0
EU27_2020,EU Average,2018-06,2.0
EU27_2020,EU Average,2018-07,2.2
EU27_2020,EU Average,2018-08,2.1
EU27_2020,EU Average,2018-09,2.1
EU27_2020,EU Average,2018-10,2.3
EU27_2020,EU Average,2018-11,1.9
EU27_2020,EU Average,2018-12,1.6
EU27_2020,EU Average,2019-01,1.4
EU27_2020,EU Average,2019-02,1.6
EU27_2020,EU Average,2019-03,1.6
EU27_2020,EU Average,2019-04,1.9
EU27_2020,EU Average,2019-05,1.5
EU27_2020,EU Average,2019-06,1.5
EU27_2020,EU Average,2019-07,1.3
EU27_2020,EU Average,2019-08,1.3
EU27_2020,EU Average,2019-09,1.1
EU27_2020,EU Average,2019-10,1.0
EU27_2020,EU Average,2019-11,1.3
EU27_2020,EU Average,2019-12,1.6
EU27_2020,EU Average,2020-01,1.7
EU27_2020,EU Average,2020-02,1.6
EU27_2020,EU Average,2020-03,1.1
EU27_2020,EU Average,2020-04,0.6
EU27_2020,EU Average,2020-05,0.5
EU27_2020,EU Average,2020-06,0.7
EU27_2020,EU Average,2020-07,0.8
EU27_2020,EU Average,2020-08,0.4
EU27_2020,EU Average,2020-09,0.2
EU27_2020,EU Average,2020-10,0.2
EU27_2020,EU Average,2020-11,0.2
EU27_2020,EU Average,2020-12,0.2
EU27_2020,EU Average,2021-01,1.2
EU27_2020,EU Average,2021-02,1.3
EU27_2020,EU Average,2021-03,1.7
EU27_2020,EU Average,2021-04,2.0
EU27_2020,EU Average,2021-05,2.3
EU27_2020,EU Average,2021-06,2.2
EU27_2020,EU Average,2021-07,2.5
EU27_2020,EU Average,2021-08,3.2
EU27_2020,EU Average,2021-09,3.6
EU27_2020,EU Average,2021-10,4.4
EU27_2020,EU Average,2021-11,5.2
EU27_2020,EU Average,2021-12,5.3
EU27_2020,EU Average,2022-01,5.6
EU27_2020,EU Average,2022-02,6.2
EU27_2020,EU Average,2022-03,7.8
EU27_2020,EU Average,2022-04,8.1
EU27_2020,EU Average,2022-05,8.8
EU27_2020,EU Average,2022-06,9.6
EU27_2020,EU Average,2022-07,9.8
EU27_2020,EU Average,2022-08,10.1
EU27_2020,EU Average,2022-09,10.9
EU27_2020,EU Average,2022-10,11.5
EU27_2020,EU Average,2022-11,11.1
EU27_2020,EU Average,2022-12,10.4
EU27_2020,EU Average,2023-01,10.0
EU27_2020,EU Average,2023-02,9.9
EU27_2020,EU Average,2023-03,8.3
EU27_2020,EU Average,2023-04,8.1
EU27_2020,EU Average,2023-05,7.1
EU27_2020,EU Average,2023-06,6.4
EU27_2020,EU Average,2023-07,6.1
EU27_2020,EU Average,2023-08,5.9
EU27_2020,EU Average,2023-09,4.9
EU27_2020,EU Average,2023-10,3.6
EU27_2020,EU Average,2023-11,3.1
EU27_2020,EU Average,2023-12,3.4
EU27_2020,EU Average,2024-01,3.1
EU27_2020,EU Average,2024-02,2.8
EU27_2020,EU Average,2024-03,2.6
EU27_2020,EU Average,2024-04,2.6
EU27_2020,EU Average,2024-05,2.7
EU27_2020,EU Average,2024-06,2.6
EU27_2020,EU Average,2024-07,2.8
EU27_2020,EU Average,2024-08,2.4
EU27_2020,EU Average,2024-09,2.1
EU27_2020,EU Average,2024-10,2.3
EU27_2020,EU Average,2024-11,2.5
EU27_2020,EU Average,2024-12,2.7
EU27_2020,EU Average,2025-01,2.8
EU27_2020,EU Average,2025-02,2.7
EU27_2020,EU Average,2025-03,2.5
EU27_2020,EU Average,2025-04,2.4
EU27_2020,EU Average,2025-05,2.2
EU27_2020,EU Average,2025-06,2.3
EU27_2020,EU Average,2025-07,2.4
EU27_2020,EU Average,2025-08,2.4
EU27_2020,EU Average,2025-09,2.6
EU27_2020,EU Average,2025-10,2.5
EU27_2020,EU Average,2025-11,2.4
EU27_2020,EU Average,2025-12,2.3
